ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2016/05/05 18:23:45"
"Settings=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Margreet\Block setttings\3x8-22x18 HMO 3rd-3.gps"
"GalFile="
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Anthony\05_04_2016\10087926_gain 400.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/#2)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=45, 0"
"JpegOrigin=45, 715"
"Creator=GenePix Pro 7.2.29.002"
"Scanner=GenePix 4000B [86761]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=3.32"
"Filters=<Empty>"
"ScanRegion=9,0,4400,14300"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/#2)"	"Ratio of Means (635/#2)"	"Median of Ratios (635/#2)"	"Mean of Ratios (635/#2)"	"Ratios SD (635/#2)"	"Rgn Ratio (635/#2)"	"Rgn R2 (635/#2)"	"Log Ratio (635/#2)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/#2)"	"Sum of Means (635/#2)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	1	17	5	""	""	4335	2165	200	35	60	71	118	31	31	36	34	94	17	13	0	76099	0.706	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	29	4	29	1272	4014	100	89
0	0	0	1	18	5	""	""	4595	2165	200	36	66	82	124	31	31	33	20	60	25	18	0	83808	1.650	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	35	5	35	1272	4401	100	90
0	0	0	1	1	6	""	""	245	2475	200	36	48	58	120	31	31	33	17	51	12	6	0	60907	0.882	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	17	5	17	1272	3525	100	91
0	0	0	1	2	6	""	""	505	2475	200	30	32	9	28	30	30	31	8	25	15	4	0	40106	0.125	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3381	100	92
0	0	0	1	3	6	""	""	765	2475	200	31	33	12	36	30	30	35	52	148	1	0	0	41818	-0.038	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3208	100	93
0	0	0	1	4	6	""	""	1025	2475	200	31	36	49	136	31	31	36	58	161	1	1	0	45322	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	5	0	5	1272	3304	100	94
0	0	0	1	5	6	""	""	1285	2475	200	34	39	19	48	31	31	36	25	69	12	3	0	50166	0.120	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	8	3	8	1272	3140	100	95
0	0	0	1	6	6	""	""	1545	2475	200	36	61	136	222	33	33	45	54	120	7	3	0	77510	0.296	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	28	3	28	1272	3342	100	96
0	0	0	1	7	6	""	""	1805	2475	200	38	47	44	93	31	31	41	53	129	6	2	0	60176	0.113	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	16	7	16	1272	3596	100	97
0	0	0	1	8	6	""	""	2065	2475	200	31	33	12	36	30	30	32	22	68	4	1	0	41867	0.045	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3613	100	98
0	0	0	1	9	6	""	""	2325	2475	200	31	35	19	54	29	29	44	246	559	0	0	0	44174	-0.037	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	6	2	6	1272	3641	100	99
0	0	0	1	10	6	""	""	2585	2475	200	30	32	8	25	28	28	30	12	40	12	1	0	40234	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3641	100	100
0	0	0	1	11	6	""	""	2845	2475	200	29	31	11	35	28	28	29	7	24	19	6	0	39418	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3641	100	101
0	0	0	1	12	6	""	""	3105	2475	200	30	31	7	22	28	28	30	17	56	2	1	0	38976	0.059	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	4061	100	102
0	0	0	1	13	6	""	""	3365	2475	200	32	35	18	51	30	30	32	16	50	9	3	0	44498	0.188	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	5	2	5	1272	4340	100	103
0	0	0	1	14	6	""	""	3625	2475	200	31	32	8	25	30	30	33	34	103	1	0	0	41010	-0.029	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4340	100	104
0	0	0	1	15	6	""	""	3885	2475	200	31	32	8	25	30	30	32	33	103	1	0	0	41038	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4340	100	105
0	0	0	1	16	6	""	""	4145	2475	200	35	38	29	76	32	32	36	22	61	7	2	0	48804	0.091	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	6	3	6	1272	4340	100	106
0	0	0	1	17	6	""	""	4405	2475	200	33	36	22	61	34	34	38	24	63	4	2	0	46071	-0.083	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	2	-1	2	1272	4340	100	107
0	0	0	1	18	6	""	""	4665	2475	200	35	40	29	72	34	34	37	25	67	5	3	0	50519	0.120	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	4952	100	108
0	0	0	1	1	7	""	""	220	2705	200	34	44	29	65	32	32	34	19	55	16	11	0	55418	0.526	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	12	2	12	1272	2490	100	109
0	0	0	1	2	7	""	""	435	2700	200	32	46	44	95	30	30	31	10	32	22	16	0	58710	1.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	16	2	16	1272	2478	100	110
0	0	0	1	3	7	""	""	705	2695	200	35	65	84	129	30	30	55	157	285	8	2	0	82791	0.064	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	35	5	35	1272	3054	100	111
0	0	0	1	4	7	""	""	955	2685	200	36	120	374	311	29	29	53	157	296	10	6	0	153068	0.427	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	91	7	91	1272	3027	100	112
0	0	0	1	5	7	""	""	1235	2695	200	35	63	78	123	29	29	38	118	310	11	4	0	79623	0.212	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	34	6	34	1272	2898	100	113
0	0	0	1	6	7	""	""	1460	2690	200	42	81	110	135	31	31	43	125	290	11	5	0	102626	0.304	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11	50	11	50	1272	3088	100	114
0	0	0	1	7	7	""	""	1750	2690	200	41	69	106	153	33	33	42	44	104	23	15	0	88046	0.614	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	36	8	36	1272	3798	100	115
0	0	0	1	8	7	""	""	2000	2690	200	35	47	31	65	30	30	40	58	145	12	2	0	59270	0.121	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	17	5	17	1272	3458	100	116
0	0	0	1	9	7	""	""	2250	2690	200	32	51	51	100	27	27	65	400	615	0	0	0	64432	-0.035	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	24	5	24	1272	3528	100	117
0	0	0	1	10	7	""	""	2510	2690	200	30	53	62	116	28	28	65	396	609	0	0	0	67452	-0.030	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	25	2	25	1272	3612	100	118
0	0	0	1	11	7	""	""	2770	2690	200	30	50	53	106	28	28	30	10	33	19	16	0	63722	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	22	2	22	1272	3612	100	119
0	0	0	1	12	7	""	""	3030	2690	200	31	56	65	116	28	28	28	7	25	32	21	0	71053	4.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	28	3	28	1272	4154	100	120
0	0	0	1	13	7	""	""	3365	2735	200	30	61	138	226	28	28	30	10	33	19	15	0	77192	3.100	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	33	2	33	1272	4450	100	121
0	0	0	1	14	7	""	""	3625	2735	200	30	67	169	252	30	30	33	26	78	12	10	0	85558	1.308	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	37	0	37	1272	3908	100	122
0	0	0	1	15	7	""	""	3885	2735	200	31	75	179	238	31	31	35	27	77	17	14	0	94769	1.481	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	44	0	44	1272	3908	100	123
0	0	0	1	16	7	""	""	4145	2735	200	34	76	191	251	31	31	36	43	119	13	9	0	96334	0.930	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	45	3	45	1272	3908	100	124
0	0	0	1	17	7	""	""	4405	2735	200	47	120	582	485	36	36	43	49	113	21	12	0	152967	1.571	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11	84	11	84	1272	3908	100	125
0	0	0	1	18	7	""	""	4665	2735	200	43	67	89	132	35	35	40	29	72	17	12	0	85454	0.931	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	32	8	32	1272	4520	100	126
0	0	0	1	1	8	""	""	215	2925	200	32	46	37	80	33	33	36	28	77	17	13	0	58787	0.357	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	13	-1	13	1272	3199	100	127
0	0	0	1	2	8	""	""	415	2925	200	34	57	57	100	33	33	41	130	317	9	0	0	72489	0.123	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	24	1	24	1272	3200	100	128
0	0	0	1	3	8	""	""	655	2945	200	32	49	57	116	33	33	54	174	322	6	0	0	62487	-0.029	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	16	-1	16	1272	4015	100	129
0	0	0	1	4	8	""	""	915	2925	200	30	57	81	142	31	31	54	137	253	8	4	0	72661	0.022	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	26	-1	26	1272	4260	100	130
0	0	0	1	5	8	""	""	1190	2930	200	34	75	99	132	31	31	41	97	236	15	12	0	95097	0.351	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	44	3	44	1272	4298	100	131
0	0	0	1	6	8	""	""	1445	2945	200	43	85	102	120	33	33	47	133	282	15	5	0	107645	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10	52	10	52	1272	4766	100	132
0	0	0	1	7	8	""	""	1805	2995	200	36	43	26	60	34	34	42	39	92	7	2	0	54621	0.026	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	4902	100	133
0	0	0	1	8	8	""	""	2065	2995	200	33	37	42	113	29	29	36	46	127	2	1	0	47109	0.022	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	8	4	8	1272	4297	100	134
0	0	0	1	9	8	""	""	2325	2995	200	30	32	15	46	28	28	30	12	40	13	3	0	41101	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	4311	100	135
0	0	0	1	10	8	""	""	2585	2995	200	34	37	19	51	29	29	31	10	32	28	11	0	46817	0.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	8	5	8	1272	4311	100	136
0	0	0	1	11	8	""	""	2845	2995	200	33	34	12	35	29	29	30	10	33	18	6	0	43789	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	5	4	5	1272	4311	100	137
0	0	0	1	12	8	""	""	3105	2995	200	31	34	11	32	29	29	30	9	30	22	9	0	43373	0.444	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	5	2	5	1272	4316	100	138
0	0	0	1	13	8	""	""	3365	2995	200	30	32	8	25	28	28	30	14	46	7	1	0	40285	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3908	100	139
0	0	0	1	14	8	""	""	3625	2995	200	33	33	8	24	31	31	36	36	100	1	0	0	42572	-0.083	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	1272	3908	100	140
0	0	0	1	15	8	""	""	3885	2995	200	34	41	38	92	33	33	37	35	94	6	3	0	52243	0.114	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	8	1	8	1272	3908	100	141
0	0	0	1	16	8	""	""	4145	2995	200	33	38	48	126	31	31	34	17	50	5	2	0	47918	0.235	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	7	2	7	1272	3908	100	142
0	0	0	1	17	8	""	""	4405	2995	200	41	55	93	169	35	35	41	44	107	8	4	0	70328	0.318	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	20	6	20	1272	3908	100	143
0	0	0	1	18	8	""	""	4665	2995	200	39	46	33	71	35	35	38	26	68	11	4	0	58493	0.308	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	11	4	11	1272	4520	100	144
0	0	0	1	1	9	""	""	245	3255	200	42	48	43	89	36	36	39	22	56	18	5	0	60898	0.409	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	12	6	12	1272	4614	100	145
0	0	0	1	2	9	""	""	505	3255	200	40	45	29	64	35	35	40	38	95	5	2	0	57093	0.132	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	10	5	10	1272	4250	100	146
0	0	0	1	3	9	""	""	745	3255	200	38	80	106	132	33	33	37	31	83	21	17	0	101637	1.387	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	47	5	47	1272	4359	100	147
0	0	0	1	4	9	""	""	1025	3255	200	34	61	81	132	33	33	38	26	68	18	13	0	77952	0.885	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	28	1	28	1272	4654	100	148
0	0	0	1	5	9	""	""	1285	3255	200	41	77	108	140	34	34	39	27	69	22	16	0	98379	1.407	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	43	7	43	1272	4423	100	149
0	0	0	1	6	9	""	""	1545	3255	200	39	76	89	117	33	33	42	93	221	16	10	0	96304	0.366	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	43	6	43	1272	4385	100	150
0	0	0	1	7	9	""	""	1805	3255	200	33	49	73	148	30	30	35	27	77	16	8	0	62197	0.519	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	19	3	19	1272	3908	100	151
0	0	0	1	8	9	""	""	2065	3255	200	33	43	35	81	29	29	33	23	69	16	9	0	55103	0.435	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	14	4	14	1272	3908	100	152
0	0	0	1	9	9	""	""	2325	3255	200	30	44	49	111	29	29	31	20	64	14	11	0	56190	0.650	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	15	1	15	1272	3908	100	153
0	0	0	1	10	9	""	""	2585	3255	200	34	53	68	128	28	28	30	9	30	39	25	0	67018	2.556	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	25	6	25	1272	3862	100	154
0	0	0	1	11	9	""	""	2845	3255	200	28	43	55	127	28	28	29	11	37	15	10	0	54602	1.273	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	15	0	15	1272	3874	100	155
0	0	0	1	12	9	""	""	3105	3255	200	31	44	52	118	28	28	29	8	27	27	15	0	56176	1.875	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	16	3	16	1272	3908	100	156
0	0	0	1	13	9	""	""	3365	3255	200	31	53	93	175	29	29	30	12	40	23	19	0	67478	1.917	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	24	2	24	1272	3715	100	157
0	0	0	1	14	9	""	""	3625	3255	200	39	58	51	87	33	33	44	105	238	9	1	0	74154	0.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	25	6	25	1272	3774	100	158
0	0	0	1	15	9	""	""	3885	3255	200	38	66	76	115	33	33	46	108	234	11	4	0	83462	0.185	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	33	5	33	1272	3877	100	159
0	0	0	1	16	9	""	""	4145	3255	200	35	59	72	122	33	33	37	34	91	16	13	0	75246	0.647	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	26	2	26	1272	3923	100	160
0	0	0	1	17	9	""	""	4405	3255	200	42	69	90	130	36	36	42	33	78	15	10	0	88351	0.818	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	33	6	33	1272	3740	100	161
0	0	0	1	18	9	""	""	4665	3255	200	41	56	49	87	35	35	39	27	69	16	11	0	71042	0.630	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	21	6	21	1272	4474	100	162
0	0	0	1	1	10	""	""	245	3515	200	39	43	35	81	37	37	42	41	97	2	1	0	55131	0.024	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	6	2	6	1272	4104	100	163
0	0	0	1	2	10	""	""	505	3515	200	41	46	30	65	38	38	43	34	79	7	2	0	59053	0.088	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	8	3	8	1272	3898	100	164
0	0	0	1	3	10	""	""	765	3515	200	43	47	23	48	38	38	43	34	79	6	2	0	60402	0.118	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	9	5	9	1272	3916	100	165
0	0	0	1	4	10	""	""	1025	3515	200	42	50	42	84	39	39	45	24	53	15	4	0	62999	0.208	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	11	3	11	1272	3908	100	166
0	0	0	1	5	10	""	""	1285	3515	200	36	41	30	73	34	34	38	20	52	10	4	0	51876	0.150	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	7	2	7	1272	3908	100	167
0	0	0	1	6	10	""	""	1545	3515	200	31	33	11	33	30	30	33	21	63	4	1	0	42074	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3908	100	168
0	0	0	1	7	10	""	""	1805	3515	200	34	84	119	141	29	29	34	43	126	21	18	0	106581	1.163	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	55	5	55	1272	3908	100	169
0	0	0	1	8	10	""	""	2065	3515	200	35	100	140	140	30	30	32	20	62	26	22	0	127388	3.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	70	5	70	1272	3908	100	170
0	0	0	1	9	10	""	""	2325	3515	200	37	153	251	164	29	29	31	19	61	29	23	0	194202	6.421	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	124	8	124	1272	4149	100	171
0	0	0	1	10	10	""	""	2615	3510	200	33	146	246	168	27	27	28	7	25	43	30	0	185723	16.857	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	119	6	119	1272	3671	100	172
0	0	0	1	11	10	""	""	2820	3515	200	31	152	278	182	26	26	27	10	37	32	24	0	193716	12.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	126	5	126	1272	3649	100	173
0	0	0	1	12	10	""	""	3105	3515	200	33	182	352	193	28	28	30	15	50	30	23	0	231667	10.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	154	5	154	1272	4395	100	174
0	0	0	1	13	10	""	""	3400	3490	200	34	88	142	161	31	31	36	62	172	17	15	0	111332	0.839	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	57	3	57	1272	3793	100	175
0	0	0	1	14	10	""	""	3625	3515	200	49	167	400	239	31	31	39	46	117	27	18	0	212338	2.783	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	18	136	18	136	1272	3616	100	176
0	0	0	1	15	10	""	""	3885	3515	200	33	137	299	218	31	31	38	47	123	19	17	0	174762	2.106	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	106	2	106	1272	3648	100	177
0	0	0	1	16	10	""	""	4115	3515	200	35	209	573	274	31	31	37	51	137	20	18	0	265635	3.373	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	178	4	178	1272	3969	100	178
0	0	0	1	17	10	""	""	4420	3495	200	41	220	506	230	34	34	40	34	85	24	20	0	279326	5.294	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	186	7	186	1272	4093	100	179
0	0	0	1	18	10	""	""	4665	3515	200	53	206	377	183	37	37	43	29	67	36	26	0	262055	5.621	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	16	169	16	169	1272	4399	100	180
0	0	0	1	1	11	""	""	245	3775	200	42	84	131	155	35	35	40	38	95	18	15	0	106584	1.158	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	49	7	49	1272	4104	100	181
0	0	0	1	2	11	""	""	505	3775	200	52	94	100	106	39	39	43	24	55	32	21	0	119296	2.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13	55	13	55	1272	3890	100	182
0	0	0	1	3	11	""	""	765	3775	200	50	140	297	212	42	42	46	50	108	24	20	0	177712	1.880	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	98	8	98	1272	3962	100	183
0	0	0	1	4	11	""	""	1025	3775	200	41	107	183	171	47	47	53	31	58	18	14	0	135891	1.742	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-6	60	-6	60	1272	3913	100	184
0	0	0	1	5	11	""	""	1285	3775	200	50	178	327	183	40	40	49	34	69	27	20	0	226977	3.794	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10	138	10	138	1272	3898	100	185
0	0	0	1	6	11	""	""	1545	3775	200	38	185	335	181	33	33	35	15	42	34	26	0	235393	10.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	152	5	152	1272	3916	100	186
0	0	0	1	7	11	""	""	1805	3775	200	39	98	146	148	31	31	37	44	118	22	18	0	124041	1.386	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	67	8	67	1272	3908	100	187
0	0	0	1	8	11	""	""	2065	3775	200	31	81	156	192	30	30	36	35	97	12	11	0	102407	1.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	51	1	51	1272	4119	100	188
0	0	0	1	9	11	""	""	2325	3775	200	31	107	171	159	29	29	34	33	97	21	19	0	136415	2.212	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	78	2	78	1272	3908	100	189
0	0	0	1	10	11	""	""	2585	3775	200	33	112	194	173	27	27	29	16	55	28	22	0	142468	5.188	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	85	6	85	1272	3952	100	190
0	0	0	1	11	11	""	""	2845	3775	200	29	95	177	186	27	27	28	8	28	26	21	0	120970	8.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	68	2	68	1272	3922	100	191
0	0	0	1	12	11	""	""	3105	3775	200	37	112	185	165	29	29	34	32	94	22	19	0	142380	2.438	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	83	8	83	1272	3908	100	192
0	0	0	1	13	11	""	""	3365	3775	200	39	128	262	204	31	31	39	69	176	19	16	0	162883	1.290	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	97	8	97	1272	4176	100	193
0	0	0	1	14	11	""	""	3625	3775	200	38	156	345	221	31	31	37	46	124	20	18	0	198255	2.587	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	125	7	125	1272	3905	100	194
0	0	0	1	15	11	""	""	3885	3775	200	35	195	487	249	31	31	37	40	108	21	18	0	247992	3.950	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	164	4	164	1272	3877	100	195
0	0	0	1	16	11	""	""	4145	3775	200	39	402	1126	280	32	32	39	54	138	24	20	0	511657	6.722	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	370	7	370	1272	3923	100	196
0	0	0	1	17	11	""	""	4405	3775	200	44	487	1193	244	34	34	40	56	140	23	20	0	619888	7.982	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10	453	10	453	1272	4075	100	197
0	0	0	1	18	11	""	""	4665	3775	200	85	485	1029	212	41	41	59	121	205	27	20	0	616489	3.521	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	44	444	44	444	1272	4520	100	198
0	0	0	1	1	12	""	""	245	4035	200	37	44	22	50	35	35	38	26	68	14	8	0	56142	0.231	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	4104	100	199
0	0	0	1	2	12	""	""	505	4035	200	42	49	21	42	37	37	40	19	47	25	14	0	62791	0.474	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	12	5	12	1272	3648	100	200
0	0	0	1	3	12	""	""	735	4040	200	46	56	31	55	39	39	44	51	115	12	4	0	71837	0.235	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	17	7	17	1272	3739	100	201
0	0	0	1	4	12	""	""	1010	4035	200	43	58	46	79	45	45	50	28	56	16	12	0	73252	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	13	-2	13	1272	4160	100	202
0	0	0	1	5	12	""	""	1285	4035	200	62	74	40	54	50	50	58	94	162	7	1	0	94095	0.170	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12	24	12	24	1272	3860	100	203
0	0	0	1	6	12	""	""	1525	4035	200	46	67	61	91	35	35	46	92	200	12	4	0	85839	0.228	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11	32	11	32	1272	3896	100	204
0	0	0	1	7	12	""	""	1805	4035	200	33	55	95	172	30	30	34	22	64	18	14	0	69852	0.955	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	25	3	25	1272	4283	100	205
0	0	0	1	8	12	""	""	2090	4060	200	34	58	64	110	30	30	35	35	100	17	14	0	74318	0.657	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	28	4	28	1272	3770	100	206
0	0	0	1	9	12	""	""	2325	4035	200	32	56	78	139	29	29	32	26	81	18	15	0	71515	0.923	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	27	3	27	1272	3912	100	207
0	0	0	1	10	12	""	""	2615	4035	200	30	51	54	105	28	28	31	17	54	17	15	0	65051	1.176	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	23	2	23	1272	3525	100	208
0	0	0	1	11	12	""	""	2820	4040	200	33	57	70	122	27	27	29	14	48	29	19	0	72566	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	30	6	30	1272	3596	100	209
0	0	0	1	12	12	""	""	3105	4035	200	31	54	59	109	29	29	30	12	40	22	16	0	68279	2.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	25	2	25	1272	4286	100	210
